id,name,x,y,pitch,heading,height,fov,annotations,country,direction
168,JPkGlzgunb.jpg,-73.9685982399852,40.7989012712289,0,118,,120,4,us,28.1568012237549
145,rsGaT0UAUL.jpg,-73.9697673232205,40.7973504345225,0,121,,120,4,us,31.9652614593506
163,iTgObrhhsW.jpg,-73.9689016158466,40.7984902160752,0,119,,120,4,us,29.0324535369873
6,hbGA8BNJyU.jpg,-73.9777323224338,40.7839619177826,0,119,,120,4,us,29.3534469604492
216,UUykGm71vc.jpg,-73.967969357397,40.8003586855799,0,101,,120,4,us,11.1412210464478
510,p7WvwzItdC.jpg,16.3352628155601,48.2147091262596,0,349,,120,4,at,259.711120605469
160,lt3OnwUcvu.jpg,-73.9690307988292,40.7983220093462,0,118,,120,4,us,28.3880214691162
406,LxXsaEV9Jz.jpg,16.3331159619404,48.2144067049795,0,371,,120,4,at,281.562103271484
416,GCrHQfTlYK.jpg,16.334052181082,48.2144858886303,0,173,,120,4,at,83.5690231323242
194,kAcLYQVBeP.jpg,-73.9692377348305,40.7983472027843,0,294,,120,4,us,204.412063598633
268,7BknFhGFyA.jpg,-73.9727394968136,40.7857822280547,0,291,,120,4,us,201.93440246582
12,214e1X5kLI.jpg,-73.9768531593382,40.7851606814104,0,118,,120,3,us,28.9056854248047
95,Nea5Pp6QQa.jpg,-73.9725250999016,40.7935557408444,0,121,,120,3,us,31.2597827911377
392,9kHAIPIvAm.jpg,16.3320802245661,48.2142955813867,0,352,,120,3,at,262.088134765625
132,Zj0TAU0igD.jpg,-73.971041871691,40.7955142461938,0,117,,120,3,us,27.5380001068115
10,IE6mk3cjtA.jpg,-73.9771204032185,40.7847985715778,0,118,,120,3,us,28.7895736694336
494,g3xGLm8sbW.jpg,16.3365425554225,48.2148454302874,0,348,,120,3,at,258.299407958984
236,BMBRGR3HAw.jpg,-73.9651248894081,40.8064548745051,0,299,,120,3,us,209.33073425293
22,Tv1zVdaoVz.jpg,-73.975756697812,40.7866641903638,0,118,,120,3,us,28.5419807434082
348,zKI6Vj4ssP.jpg,16.3277697266411,48.2135323400657,0,164,,120,3,at,74.0281448364258
171,NVilIIi0gJ.jpg,-73.9683286559247,40.7997915710701,0,287,,120,3,us,197.088577270508
94,4IeS16X8wr.jpg,-73.9725818077791,40.793448812125,0,122,,120,3,us,32.4767303466797
230,SJ8uU7zNrV.jpg,-73.9647711057465,40.8070040407136,0,299,,120,3,us,209.360458374023
122,k1uWGJFGUM.jpg,-73.97142520391,40.7950061590188,0,116,,120,4,us,26.5836391448975
63,YFhaineTI5.jpg,-73.9736997150164,40.7919115767566,0,119,,120,3,us,29.2723846435547
492,2yWmjCNJbn.jpg,16.3366793504476,48.214865865028,0,348,,120,4,at,258.202850341797
399,NXS7e3ycNA.jpg,16.3325877163643,48.2143545239568,0,347,,120,4,at,257.452484130859
88,NUqH6D7knz.jpg,-73.9726504713491,40.7934041588296,0,120,,120,4,us,30.0477237701416
511,H6ps4Jmj6S.jpg,16.3351307920356,48.2146917674703,0,349,,120,4,at,259.868347167969
263,95wOYm1Z4g.jpg,-73.9720021693976,40.7867690111844,0,298,,120,4,us,208.484268188477
49,gzs5Vauef4.jpg,-73.9743213944628,40.7910579494899,0,118,,120,4,us,28.4011764526367
90,tnTCIsjTZc.jpg,-73.972457223406,40.793637691698,0,121,,120,4,us,31.9474811553955
239,hDlahc3Z26.jpg,-73.9654267853665,40.8060355345366,0,298,,120,4,us,208.868087768555
467,tzmvrxYus7.jpg,16.3390103796071,48.2151696096172,0,358,,120,4,at,268.183074951172
474,cF8glTrfAE.jpg,16.3380091688191,48.2150429962453,0,348,,120,4,at,258.412048339844
373,IPVHwFIpCA.jpg,16.3302925117616,48.2140263672355,0,346,,120,4,at,256.471069335938
116,DDbexf4VQX.jpg,-73.9716399776628,40.7947056223819,0,120,,120,4,us,30.1126365661621
177,eQzMVzqigQ.jpg,-73.9685577041295,40.7993395278945,0,290,,120,4,us,200.494445800781
161,2TBHDxBtGR.jpg,-73.9689969584602,40.7983554492458,0,118,,120,4,us,28.9219703674316
246,EBg5mb7kiZ.jpg,-73.9660191517723,40.8052846043842,0,297,,120,4,us,207.28141784668
425,Hg6EBHgpWG.jpg,16.3348735201241,48.2146593505684,0,350,,120,4,at,260.462615966797
495,F2pdffva0s.jpg,16.3364088392842,48.2148273469481,0,349,,120,4,at,259.315460205078
42,FRynctFdrB.jpg,-73.9746281431509,40.788160291558,0,118,,120,4,us,28.9009952545166
229,PqcesvWnm1.jpg,-73.9646466679002,40.8071105964658,0,298,,120,4,us,208.979583740234
147,rR8hQ2nYyo.jpg,-73.9696111436864,40.7975786222066,0,117,,120,4,us,27.2139682769775
375,cmQqUP2Hqh.jpg,16.3306666103431,48.2140918166858,0,346,,120,4,at,256.501037597656
285,6s69dFGTIE.jpg,-73.9740980274161,40.7839293715587,0,292,,120,4,us,202.05078125
41,0fbBD8nSwf.jpg,-73.9746871081994,40.7880809872322,0,119,,120,4,us,29.7517108917236
173,FGGPH0VvtB.jpg,-73.9683825222505,40.7996812616827,0,290,,120,4,us,200.43034362793
272,HpZSQgo84j.jpg,-73.9730802779687,40.785350942443,0,298,,120,4,us,208.294998168945
153,zx3eTKdQD7.jpg,-73.9694049928571,40.7978306031556,0,120,,120,4,us,30.3630104064941
470,LeoZOHM88S.jpg,16.3382109248578,48.2150729822965,0,346,,120,4,at,256.164520263672
410,tFwKVB5LIX.jpg,16.3335490179252,48.2144331045358,0,168,,120,4,at,78.9147567749023
142,TsSyGAxxtf.jpg,-73.9698367196041,40.7972616958024,0,121,,120,4,us,31.8271541595459
157,CkKxuAu3fT.jpg,-73.9691290119457,40.7981870700406,0,117,,120,4,us,27.7594718933106
271,B5RSt8JNl4.jpg,-73.9729168924212,40.7854569157268,0,299,,120,4,us,209.424041748047
423,l2OJqjLwev.jpg,16.3346413973723,48.2146311041539,0,349,,120,4,at,259.950286865234
166,hsmBdTKcUR.jpg,-73.9688246469578,40.7985897519552,0,118,,120,4,us,28.7117137908936
60,oKuKuE8YNo.jpg,-73.9739378053669,40.7916033654959,0,119,,120,4,us,29.3895359039307
266,ShRZaJZzvs.jpg,-73.9724028036185,40.7862157184212,0,298,,120,4,us,208.164260864258
178,sDweKfNiDy.jpg,-73.9685804081573,40.7992994618629,0,292,,120,4,us,202.600387573242
464,IORBbRBiR4.jpg,16.3387464323184,48.215154937818,0,353,,120,4,at,263.992370605469
200,RmJwP59zIZ.jpg,-73.9695000864863,40.7979778101346,0,300,,120,4,us,210.058837890625
289,3UleC2jrwF.jpg,-73.9743403172802,40.7836289267754,0,300,,120,4,us,210.48405456543
402,JTgL0Z2yF9.jpg,16.3329169541792,48.2143986980778,0,351,,120,4,at,261.973114013672
232,tKJXYzjiVI.jpg,-73.9648840901169,40.8068429158799,0,297,,120,4,us,207.51823425293
220,YE6gaFqe5m.jpg,-73.9679171569708,40.8006599814313,0,95,,120,4,us,5.32721853256226
383,49upkMHpc7.jpg,16.3312728541193,48.2141959060429,0,345,,120,4,at,255.412841796875
299,icpvmiOJUh.jpg,-73.9754211405045,40.782089401009,0,298,,120,4,us,208.352432250977
73,tzsGKZWDl3.jpg,-73.9732351306839,40.7925191494108,0,117,,120,4,us,27.9276084899902
16,3cAsSxptyK.jpg,-73.9764605859954,40.7857628192753,0,118,,120,4,us,28.6994342803955
208,QZFq73qUL1.jpg,-73.9699722329084,40.7973212306002,0,298,,120,4,us,208.947387695312
472,ouuUVUBG6H.jpg,16.3381437962173,48.2150623968225,0,347,,120,4,at,257.322387695312
359,PglUqhZvZp.jpg,16.3293659520114,48.2138186021625,0,166,,120,4,at,76.6108093261719
184,bknCIztXXg.jpg,-73.9689336107594,40.7987570240464,0,298,,120,4,us,208.897033691406
24,rCgngjueQ8.jpg,-73.9756582511307,40.7868547023895,0,118,,120,4,us,28.4709854125977
234,QtVEu9vUH4.jpg,-73.9649282703557,40.806746480987,0,206,,120,4,us,116.728134155273
294,wXLBbV9xH4.jpg,-73.9749856744047,40.782749879713,0,298,,120,4,us,208.922241210938
250,ju4mcdvBFQ.jpg,-73.9663176422499,40.8048583175227,0,303,,120,4,us,213.725997924805
225,QQGo0NtnjX.jpg,-73.9643327330735,40.8076659787355,0,298,,120,4,us,208.693023681641
134,51BTL6QQgv.jpg,-73.9709729934544,40.7956601124582,0,118,,120,4,us,28.8035469055176
133,JvV0STGDxq.jpg,-73.9709878866678,40.7956369838298,0,117,,120,4,us,27.0342826843262
66,94uClF6LBy.jpg,-73.9736638539744,40.7920160554361,0,118,,120,4,us,28.7113265991211
158,TEH68VySdx.jpg,-73.9690578800248,40.7982734119685,0,119,,120,4,us,29.416389465332
14,O2rCGv438a.jpg,-73.9765934777148,40.7855364961811,0,113,,120,4,us,23.4065208435059
187,RQWhdoVqCl.jpg,-73.9690066211033,40.7986563992541,0,298,,120,4,us,208.479095458984
304,qFRHmXb6G6.jpg,-73.9755911753594,40.7818554458914,0,298,,120,4,us,208.996505737305
191,BLgtdR2Pnz.jpg,-73.969148401732,40.7984556381064,0,298,,120,4,us,208.398895263672
137,Q6J9cgqYjL.jpg,-73.9707456710573,40.7959658578146,0,118,,120,4,us,28.0804271697998
374,MySqhIPLzt.jpg,16.3304068151142,48.2140463838189,0,345,,120,4,at,255.753387451172
389,p2lOVNPlBD.jpg,16.3316860670707,48.2142703744824,0,349,,120,4,at,259.325988769531
313,UBpCzkp1fV.jpg,-73.9762174431734,40.781006414757,0,298,,120,4,us,208.2451171875
5,xraQXkKi7H.jpg,-73.9777907425611,40.7838838199696,0,119,,120,4,us,29.4801464080811
481,4KRgVvtJvN.jpg,16.3376110395031,48.2149911690626,0,350,,120,4,at,260.076538085938
395,UY4vUhz6tL.jpg,16.3321513036642,48.2143027458195,0,352,,120,4,at,262.905853271484
290,CwZaHJOjeI.jpg,-73.9745629061123,40.7833362933866,0,307,,120,4,us,217.985107421875
293,5s9QOl9mxv.jpg,-73.9746821292949,40.7831560530832,0,299,,120,4,us,209.041351318359
61,CaJHmcb48Y.jpg,-73.9738141452011,40.7917519309113,0,117,,120,4,us,27.7723731994629
99,8hxodz1jOH.jpg,-73.9723340369041,40.7937592083799,0,120,,120,4,us,30.9706573486328
96,ihBw5i8p6q.jpg,-73.9724180151534,40.7936868183844,0,122,,120,4,us,32.3865356445312
146,FpaDNSwxKn.jpg,-73.9696778761408,40.7974824254867,0,117,,120,4,us,27.7568664550781
400,rUJpMmzCpM.jpg,16.3327555963731,48.2143790585854,0,348,,120,4,at,258.853973388672
385,conKJCBDuS.jpg,16.3314103093045,48.2142221791053,0,343,,120,4,at,253.935638427734
123,7INtmCpVsy.jpg,-73.9713860110957,40.7950320381193,0,117,,120,4,us,27.2348079681396
21,E59hJVmY3c.jpg,-73.9761617049934,40.786109045256,0,118,,120,4,us,28.6745452880859
131,Y3LwHOmqIA.jpg,-73.9710796851842,40.7954569640588,0,118,,120,4,us,28.5276679992676
120,WkdGaB3UHF.jpg,-73.9715321224419,40.7948427476841,0,116,,120,4,us,26.7917022705078
262,vyGq5VGrj3.jpg,-73.9718473356118,40.7869396209448,0,299,,120,4,us,209.596649169922
27,oMG8jjeByF.jpg,-73.9755436854088,40.7870131949193,0,118,,120,4,us,28.3579788208008
361,rp68BdXERC.jpg,16.3296328012719,48.2138647731429,0,165,,120,4,at,75.8952407836914
31,LVQKkeMIoi.jpg,-73.9753059802973,40.7872874683732,0,119,,120,4,us,29.3028888702393
206,PPzPwn05bz.jpg,-73.9696776930816,40.7977348934381,0,297,,120,4,us,207.669616699219
296,HUuxrxzedD.jpg,-73.9751279608199,40.782484655408,0,298,,120,4,us,208.782638549805
130,s8mVEoiaeq.jpg,-73.9711100837337,40.7954151844856,0,118,,120,4,us,28.7636947631836
397,N0VTF7Pwmq.jpg,16.332286711232,48.2143149677733,0,352,,120,4,at,262.135955810547
269,vJxhgQ7spi.jpg,-73.9728057663755,40.785613585518,0,297,,120,4,us,207.700119018555
117,QJOoP2Teoi.jpg,-73.9715903302238,40.794752644868,0,116,,120,4,us,26.5861587524414
33,uqky7bBoOb.jpg,-73.9752160783199,40.7874364245602,0,113,,120,4,us,23.848747253418
108,z4gsKvCLB8.jpg,-73.9719241911377,40.7943240351223,0,116,,120,4,us,26.0960807800293
107,48FnQYVCz8.jpg,-73.9719602450692,40.7942092141111,0,118,,120,4,us,28.2618026733398
167,lAdV2VyTDr.jpg,-73.9686672732204,40.7988130898345,0,118,,120,4,us,28.983512878418
7,ARfa427Izj.jpg,-73.9776702741661,40.7840462593892,0,118,,120,4,us,28.6828708648682
427,4sHhwzKTyM.jpg,16.3349997711491,48.2146750670847,0,350,,120,4,at,260.178405761719
248,Hjb50cvQY8.jpg,-73.9661499458547,40.8050569062018,0,299,,120,4,us,209.392959594727
501,NvJ0mnYWTS.jpg,16.33602609738,48.2147774660287,0,349,,120,4,at,259.427734375
212,1rlFZW5Qya.jpg,-73.9680698415791,40.8000203782847,0,104,,120,4,us,14.1294345855713
84,qlYzbqa4vi.jpg,-73.9729166906804,40.7930442931639,0,118,,120,4,us,28.6315135955811
150,cH9ETjNA7M.jpg,-73.9695031079453,40.7977154740839,0,120,,120,4,us,30.0694179534912
175,h0eGNiw1bs.jpg,-73.9684657980902,40.7995316837081,0,287,,120,4,us,197.469757080078
100,UNSTadHosr.jpg,-73.9722809261269,40.7938503052884,0,119,,120,4,us,29.1466464996338
362,TvsL2ApAgU.jpg,16.3297628952556,48.2138888541701,0,164,,120,4,at,74.4677658081055
169,7c3dOJLIvA.jpg,-73.9685360310709,40.7990046768427,0,115,,120,4,us,25.680793762207
8,SFm3XP4ZEG.jpg,-73.9774350762797,40.784367210829,0,119,,120,4,us,29.1434574127197
112,IoRldVNuJL.jpg,-73.9719896126238,40.7941684612536,0,120,,120,4,us,30.0561656951904
43,yhkQVnQcBi.jpg,-73.9745753586049,40.7882314554985,0,120,,120,4,us,30.1250724792481
498,j63GkM2NEN.jpg,16.3361503004537,48.2147935676284,0,349,,120,4,at,259.597930908203
156,MpfuEahFDl.jpg,-73.9692755820366,40.7979762271041,0,118,,120,4,us,28.7027339935303
141,SGBewRt7cq.jpg,-73.9703261274905,40.7965367731269,0,118,,120,4,us,28.6514377593994
417,Z3CVNpQN4z.jpg,16.3341803488294,48.2144968168087,0,172,,120,4,at,82.4305953979492
415,mEtASFfurg.jpg,16.3339142920659,48.2144741910463,0,172,,120,4,at,82.8844146728516
255,51sbJnocBK.jpg,-73.9712621100159,40.7877985120586,0,299,,120,4,us,209.622848510742
20,ySs8jKk2Ye.jpg,-73.9762762075226,40.785910898421,0,118,,120,4,us,28.9317607879639
34,e45ZG8rriK.jpg,-73.9751178891733,40.7875026607503,0,119,,120,4,us,29.3216171264648
419,3H83A7dWdg.jpg,16.3343426621541,48.2145133633743,0,174,,120,4,at,84.811637878418
390,wnRp6yH8GM.jpg,16.3318182543724,48.2142838324139,0,358,,120,4,at,268.648376464844
48,Eut9wCwMOr.jpg,-73.9743741410716,40.7909846227355,0,117,,120,4,us,27.6600170135498
391,zr5fYeGdv9.jpg,16.3319474849017,48.2142851948567,0,356,,120,4,at,266.651062011719
199,pify3NdkYm.jpg,-73.9695201102863,40.7979972210876,0,299,,120,4,us,209.30078125
257,2HJq8Afqrc.jpg,-73.9713812894901,40.7876270729477,0,299,,120,4,us,209.361892700195
409,vofL75Wm6C.jpg,16.3333859250041,48.2144110835054,0,166,,120,4,at,76.8065185546875
196,ucxqajP2iM.jpg,-73.9693930170625,40.7981116737915,0,299,,120,4,us,209.361190795898
497,Pv7g2I6uRh.jpg,16.3362786218229,48.2148102420524,0,349,,120,4,at,259.581604003906
235,yU3gROt7Oc.jpg,-73.9650255698426,40.8066477973929,0,298,,120,4,us,208.101364135742
466,ip7nr9XyL1.jpg,16.3388799975604,48.215163982866,0,355,,120,4,at,265.611724853516
508,o0v9qtb4OQ.jpg,16.3355299325931,48.2147412296505,0,352,,120,4,at,262.9384765625
35,IykkM5c0zJ.jpg,-73.9750951810564,40.78757277441,0,119,,120,4,us,29.010160446167
256,TG7pvfG2Aw.jpg,-73.971265254585,40.7877839800402,0,299,,120,4,us,209.169738769531
414,XGOFUkFWnD.jpg,16.3338450635989,48.2144677194335,0,172,,120,4,at,82.7991027832031
59,dGdcud3qtH.jpg,-73.9740053038655,40.7915129260055,0,119,,120,4,us,29.8344116210938
28,7l9zMQsfCA.jpg,-73.9755027741514,40.7870152425873,0,118,,120,4,us,28.5003318786621
205,fnTbzUoVk3.jpg,-73.9696500682439,40.7977743832983,0,297,,120,4,us,207.771377563477
203,Nb4kdIMmCE.jpg,-73.9695940041287,40.7978526067275,0,298,,120,4,us,208.798324584961
223,xCcXfjmvRp.jpg,-73.967852346981,40.8011045242495,0,94,,120,4,us,4.20066833496094
483,jrWUxqIInS.jpg,16.3374801495368,48.2149744727989,0,349,,120,4,at,259.612243652344
195,1cEeHaxX43.jpg,-73.9693202699132,40.7982493146922,0,301,,120,4,us,211.333374023438
476,KUGeuvynHP.jpg,16.3378747376152,48.2150244808703,0,349,,120,4,at,259.101501464844
288,3L1wcmUT9i.jpg,-73.9742263852808,40.7837245882189,0,295,,120,4,us,205.573043823242
174,5BJC9tXqPB.jpg,-73.968475130803,40.7995723170673,0,290,,120,4,us,200.033966064453
292,KKB6UvlQ7H.jpg,-73.9745350144904,40.7832342739377,0,299,,120,4,us,209.898559570312
214,aJl3LE8vRk.jpg,-73.9679858804778,40.800179559727,0,101,,120,4,us,11.857497215271
188,M5LELzNXHL.jpg,-73.9690636793918,40.7985757616767,0,298,,120,4,us,208.1630859375
221,39W8IWXmWz.jpg,-73.9678593997374,40.8010753048311,0,95,,120,4,us,5.01904582977295
210,owB59XqJ5B.jpg,-73.9681259544539,40.7997936808305,0,107,,120,4,us,17.6403961181641
183,WiwZLChlWr.jpg,-73.9688313239585,40.7988842135148,0,299,,120,4,us,209.582122802734
213,hZH636Iw3C.jpg,-73.968044822406,40.7999962365456,0,103,,120,4,us,13.8858184814453
251,AbXpRdKvaA.jpg,-73.9663260323338,40.8048234811633,0,298,,120,4,us,208.570541381836
479,34NnbUPOBp.jpg,16.3377423342311,48.2150075156806,0,350,,120,4,at,260.503692626953
207,9GbtNREqgr.jpg,-73.969903056112,40.7974210119155,0,299,,120,4,us,209.170166015625
70,Q2vi4lO88O.jpg,-73.9734899333559,40.7921386526255,0,118,,120,4,us,28.4467182159424
242,MXulL6OODj.jpg,-73.9657979884694,40.8056373285186,0,312,,120,4,us,222.468704223633
252,9nhgM7DqVf.jpg,-73.9666362858357,40.8044892376372,0,299,,120,4,us,209.957611083984
193,leDPBocghY.jpg,-73.9692047421042,40.7983758252099,0,298,,120,4,us,208.472198486328
298,lT6UpdZuBX.jpg,-73.9752368813463,40.7823837569596,0,302,,120,4,us,212.047241210938
72,AWlPaSLZW9.jpg,-73.9733965960708,40.7923217211054,0,117,,120,4,us,27.9970798492432
