id,user_id,image_id,label_id,top,left,bottom,right,time_effort,token,creation_date,is_validated,is_correct,est_lat,est_lng
25,A3696JXTRKL2FI,14,22,167,886,492,1234,12,NP5YY7AF24DB0A09N44X,1/1/2020 20:44:42.049,1,,40.785472125202375,-73.9764218119468
22,A2A1E85FL1JAB9,134,4,118,749,529,1087,20,7U8P3SXAI44SVH0V073N,1/1/2020 20:44:39.346,1,,40.79559917249361,-73.9707820633323
26,A1O4AAQX2KCD3N,88,3,113,247,511,657,23,G9OYM7O7YGRGOWYNU73A,1/1/2020 20:44:46.711,1,,40.793414883764015,-73.97237907777046
27,A1O4AAQX2KCD3N,88,10,157,1601,314,1738,28,G9OYM7O7YGRGOWYNU73A,1/1/2020 20:44:46.711,1,,40.79316802434624,-73.97253553262915
28,A3JC5R5HMP1XSA,70,19,224,487,545,1073,7,EPW1E8G3130KGMYL3Q3F,1/1/2020 20:44:49.396,1,,40.79210818590423,-73.97333559093599
29,A2JV461I3AIXOH,239,19,145,343,259,1073,23,J1ZR8N7G6H11YSYC14LX,1/1/2020 20:44:53.288,1,,40.80606377486501,-73.9656318658829
39,A37O5SYY9VWSPY,142,22,192,91,386,420,18,QJRLYPLFWY3F4EOKH6J7,1/1/2020 20:45:08.853,1,,40.797317730790006,-73.96953379202307
35,A2DDPSXH2X96RF,293,8,99,562,510,1807,32,18RE53SN8UJYS1189PIC,1/1/2020 20:45:07.066,1,,40.78321115358179,-73.97476951131347
36,A2DDPSXH2X96RF,293,17,59,190,501,561,22,18RE53SN8UJYS1189PIC,1/1/2020 20:45:07.066,1,,40.78314016450893,-73.97482153955728
37,A3K2ES8HRZ7LKH,252,13,183,982,445,1568,21,YZOAUTSPJ6ZCNEGR1YD6,1/1/2020 20:45:07.252,1,,40.80456059280561,-73.96672991308697
38,A3K2ES8HRZ7LKH,252,13,169,629,442,847,14,YZOAUTSPJ6ZCNEGR1YD6,1/1/2020 20:45:07.252,1,,40.80451204668562,-73.96676573832552
40,A3C99LYQMQISUF,13,22,251,610,513,1041,28,XG8EH97G3PJRZYRGGD3B,1/1/2020 20:45:10.176,1,,40.78523706130015,-73.97659961119022
41,A3C99LYQMQISUF,13,22,255,1085,527,1546,13,XG8EH97G3PJRZYRGGD3B,1/1/2020 20:45:10.176,1,,40.78517659903301,-73.97664372070452
42,A3C99LYQMQISUF,13,22,251,402,489,569,6,XG8EH97G3PJRZYRGGD3B,1/1/2020 20:45:10.176,1,,40.78528522780186,-73.97656448923054
33,A3L9VMKSTT7RQN,199,12,131,1208,285,1540,9,3MVD20Q8RKFF1UUNTF4O,1/1/2020 20:45:05.039,1,,40.798071748157724,-73.96959951521943
34,A3L9VMKSTT7RQN,199,6,128,1552,296,1716,6,3MVD20Q8RKFF1UUNTF4O,1/1/2020 20:45:05.039,1,,40.7981010120843,-73.96957930064909
47,A610SH5RY1NG1,150,9,482,2003,482,2003,13,VX8J0VUGTG4EHQ1WRIW5,1/1/2020 20:45:20.679,1,,40.79736261906184,-73.9695006771009
44,A2HWF3DPE0MDCN,34,7,223,634,505,1188,30,9NNK1GMYGZN7HQAKD0PM,1/1/2020 20:45:18.912,1,,40.7874561509215,-73.97497622284627
45,A2HWF3DPE0MDCN,34,19,237,1269,513,1746,18,9NNK1GMYGZN7HQAKD0PM,1/1/2020 20:45:18.912,1,,40.787387223191814,-73.97502660285286
46,A3GCF0OSH6XSWT,272,19,231,634,515,2007,26,IIXADUI7484PAW7YXZ61,1/1/2020 20:45:19.888,1,,40.78541638429962,-73.97316111757598
48,A1CA6ZXKK09ZRI,153,12,163,355,426,624,24,49LEUHLHOE9QA8B4DKWO,1/1/2020 20:45:30.139,0,,40.7978330652844,-73.96915554831592
49,A2YO837C0O1E91,174,6,158,341,529,966,12,VHRHAAE94HLF7VVKRJ73,1/1/2020 20:45:36.282,1,,40.7995707871392,-73.96859749896474
50,A2YO837C0O1E91,174,13,164,975,523,1454,9,VHRHAAE94HLF7VVKRJ73,1/1/2020 20:45:36.282,1,,40.79961923807486,-73.96857212643914
51,A2YO837C0O1E91,174,13,168,1434,513,1948,8,VHRHAAE94HLF7VVKRJ73,1/1/2020 20:45:36.282,1,,40.79966924196236,-73.96854594067207
52,AKXI55UNBFS4,225,19,104,548,376,1273,13,9P63YBUMK3O1TH67FBQI,1/1/2020 20:45:37.483,1,,40.80769859522426,-73.96443721761005
53,A2MO6KP997CF10,229,19,154,607,518,1403,14,HLDZXARUEWWK9VGD6KBE,1/1/2020 20:45:45.665,1,,40.80717957196508,-73.96481762295883
55,A3P7AZ2YH4ICQJ,187,3,174,1293,484,2004,15,KSB8AMT6TN5GD63THG9O,1/1/2020 20:45:57.807,1,,40.798790763484526,-73.96908373866928
54,AF7ZV0U3CGOK0,212,6,191,535,457,1109,34,IJDIFM80DSMZAOBSM3N5,1/1/2020 20:45:52.664,1,,40.80001093122177,-73.96784114816414
61,A3696JXTRKL2FI,200,8,122,1531,476,1654,14,3PFUCVRFEBFZVN4U8EAH,1/1/2020 20:46:01.84,1,,40.798103219943904,-73.96957674115163
62,A3696JXTRKL2FI,200,12,126,1192,491,1524,3,3PFUCVRFEBFZVN4U8EAH,1/1/2020 20:46:01.84,1,,40.79807146763018,-73.96959971782265
56,A3NFTGELZVAOGR,194,21,160,223,482,530,13,QUZ5J7XJ92SZHV004PFD,1/1/2020 20:46:00.463,1,,40.7983118874403,-73.96943204961575
57,A3NFTGELZVAOGR,194,6,156,531,489,773,9,QUZ5J7XJ92SZHV004PFD,1/1/2020 20:46:00.463,1,,40.798353638418625,-73.96940191595617
58,A3NFTGELZVAOGR,194,20,158,775,480,1037,3,QUZ5J7XJ92SZHV004PFD,1/1/2020 20:46:00.463,1,,40.79839057233445,-73.96941256587232
59,A3NFTGELZVAOGR,194,6,141,1103,480,1408,8,QUZ5J7XJ92SZHV004PFD,1/1/2020 20:46:00.463,1,,40.7984189997273,-73.96935473051387
60,A3NFTGELZVAOGR,194,15,138,1471,495,1785,2,QUZ5J7XJ92SZHV004PFD,1/1/2020 20:46:00.463,1,,40.79846397621779,-73.96932221922718
66,AKCUBNWHZ22E1,174,12,258,703,470,899,14,OVJW558KCKK7H0B4PCHD,1/1/2020 20:46:18.082,1,,40.799584374647125,-73.9685903835316
70,AY5YTPK3ZL4IN,242,6,196,1207,497,1477,30,Y2RTOO10T14AAAAD7P40,1/1/2020 20:46:21.342,1,,40.80573868098458,-73.96586858791828
71,AY5YTPK3ZL4IN,242,9,188,471,486,856,34,Y2RTOO10T14AAAAD7P40,1/1/2020 20:46:21.342,1,,40.80567292680095,-73.96591646152363
75,A38DC3BG1ZCVZ2,251,10,231,528,476,752,21,9986LNJS13CGGF6SPHVY,1/1/2020 20:46:32.426,1,,40.80483986964131,-73.9665238211452
69,AY5YTPK3ZL4IN,242,8,192,903,494,1197,19,Y2RTOO10T14AAAAD7P40,1/1/2020 20:46:21.342,1,,40.80572402012446,-73.9659135267698
78,A1M6QZ12GMIBTW,200,19,116,1191,506,1528,22,DB2AOM5OFPMNO4X07TOM,1/1/2020 20:46:34.279,1,,40.7980716464081,-73.96959958870526
79,A1M6QZ12GMIBTW,200,21,118,1530,498,1695,2,DB2AOM5OFPMNO4X07TOM,1/1/2020 20:46:34.279,1,,40.79810641625027,-73.96957443270814
76,A1O4AAQX2KCD3N,173,6,185,608,587,1066,16,7U99RETUHSLWC40JM54D,1/1/2020 20:46:33.198,1,,40.79970090151488,-73.96852936136777
77,A1O4AAQX2KCD3N,173,7,141,1088,524,1759,9,7U99RETUHSLWC40JM54D,1/1/2020 20:46:33.198,1,,40.79976658700164,-73.96849496354507
80,A2MO6KP997CF10,50,6,115,1008,486,1396,15,MRAZIVMRDA0XWR401DDI,1/1/2020 20:46:36.983,1,,40.79104663342825,-73.97411356486154
83,A1TH1MWFVM2VPB,60,6,182,1064,508,1401,27,VKQOX30DQWKK7E7THR1X,1/1/2020 20:46:38.747,1,,40.791494023220636,-73.97378104952762
93,A3696JXTRKL2FI,70,3,210,402,509,1106,14,9FIVU67PRA0CNT3L0ZSD,1/1/2020 20:46:44.894,1,,40.79211116599882,-73.97333342027981
88,A21D9YDJU8K2QI,32,17,166,1098,496,1433,18,3IPSG4GCUPSK8B4NMQWP,1/1/2020 20:46:41.345,1,,40.78729276961036,-73.97509563997447
89,A21D9YDJU8K2QI,32,9,106,1619,521,1978,10,3IPSG4GCUPSK8B4NMQWP,1/1/2020 20:46:41.345,1,,40.787172426927604,-73.97518063217187
90,A2IRBDN8JC2CTT,134,17,123,750,525,1091,19,U88O6AT46YMHHPMHP95N,1/1/2020 20:46:42.314,1,,40.79559881246626,-73.97078232573033
91,A2IRBDN8JC2CTT,134,19,135,1147,521,1505,18,U88O6AT46YMHHPMHP95N,1/1/2020 20:46:42.314,1,,40.79553943342711,-73.97082560214743
92,A3LXD82BMSRT2F,208,13,259,1313,437,1501,13,AV2SIQNFCM091REUEXGJ,1/1/2020 20:46:44.333,1,,40.797419351809985,-73.97007319410959
94,A3L9VMKSTT7RQN,175,13,218,53,487,329,11,P3EOIV9D0J0GUBXR2S1O,1/1/2020 20:46:45.333,1,,40.79943798870037,-73.96866709854076
95,A3L9VMKSTT7RQN,175,6,170,418,516,1003,2,P3EOIV9D0J0GUBXR2S1O,1/1/2020 20:46:45.333,1,,40.799530594003336,-73.96861857472888
96,A3L9VMKSTT7RQN,175,6,167,1012,539,1502,5,P3EOIV9D0J0GUBXR2S1O,1/1/2020 20:46:45.333,1,,40.79958959152846,-73.96858765158323
97,A3L9VMKSTT7RQN,175,6,167,1508,525,1984,5,P3EOIV9D0J0GUBXR2S1O,1/1/2020 20:46:45.333,1,,40.79965385389995,-73.9685539990099
100,A3K2ES8HRZ7LKH,169,8,158,837,496,1567,13,VP410W0ZP1ZP2NVDF059,1/1/2020 20:46:51.021,1,,40.79891134033186,-73.96837141253222
101,A3K2ES8HRZ7LKH,169,1,225,1589,526,1849,9,VP410W0ZP1ZP2NVDF059,1/1/2020 20:46:51.021,1,,40.798821211030976,-73.9684367769008
98,A2SC7SYQ22RJBR,252,6,246,997,473,1481,17,YXOGL7DDWJBZE7CHRA7J,1/1/2020 20:46:49.866,1,,40.80455719800053,-73.96673241832738
99,A2SC7SYQ22RJBR,252,5,170,632,503,836,14,YXOGL7DDWJBZE7CHRA7J,1/1/2020 20:46:49.866,1,,40.80451166484524,-73.96676602010957
105,A1YTOWIG4C22AN,207,18,196,1281,475,910,13,7TRAXILPCAGN78Q8IB84,1/1/2020 20:46:57.471,1,,40.797484399010536,-73.97002503208373
106,A1YTOWIG4C22AN,207,13,175,782,504,399,5,7TRAXILPCAGN78Q8IB84,1/1/2020 20:46:57.471,1,,40.797430215218,-73.9700651639052
103,A2QWUHWM14P7R4,304,22,189,131,506,939,44,2NO3F40H28O5M4B9LMHH,1/1/2020 20:46:56.372,1,,40.78185538399965,-73.9757591019019
109,AVZJ13QX1KJ68,24,6,144,852,235,1087,39,YLF1Y0TXZDRAJZ00A23H,1/1/2020 20:47:00.584,1,,40.78678428670745,-73.97546704685865
110,AVZJ13QX1KJ68,24,9,148,592,231,843,14,YLF1Y0TXZDRAJZ00A23H,1/1/2020 20:47:00.584,1,,40.78682278027342,-73.97543886768075
107,A3NFTGELZVAOGR,150,20,267,1225,478,1750,12,WB5NWBBJ4UGFT3LU3GWU,1/1/2020 20:46:58.1,1,,40.79754428125292,-73.96936666148677
113,A2HWF3DPE0MDCN,99,13,108,365,517,979,14,1TYSU1O0ZYAIWNRH20XJ,1/1/2020 20:47:02.665,1,,40.79373402694729,-73.97214841997236
114,A2HWF3DPE0MDCN,99,6,129,991,525,1602,10,1TYSU1O0ZYAIWNRH20XJ,1/1/2020 20:47:02.665,1,,40.793653936179965,-73.972206529495
115,A2HWF3DPE0MDCN,99,17,136,1605,485,2002,19,1TYSU1O0ZYAIWNRH20XJ,1/1/2020 20:47:02.665,1,,40.79355770953361,-73.97227638893578
86,AZZHM0B0WDFX4,133,22,130,810,568,1124,26,3P8EP83N4F4MX07L099Q,1/1/2020 20:46:40.625,1,,40.795571957645535,-73.97080189827717
87,AZZHM0B0WDFX4,133,15,108,1180,366,1409,16,3P8EP83N4F4MX07L099Q,1/1/2020 20:46:40.625,1,,40.79552475700342,-73.97083629697383
116,A3KVKK1XLBTSN3,21,17,118,408,508,981,27,AT3BRNYN0315GCGC4AP1,1/1/2020 20:47:04.318,1,,40.78608551365909,-73.97597606331666
117,A3KVKK1XLBTSN3,21,6,160,1431,501,985,11,AT3BRNYN0315GCGC4AP1,1/1/2020 20:47:04.318,1,,40.78602069331907,-73.97602357863822
118,A3KVKK1XLBTSN3,21,6,167,1564,546,2004,21,AT3BRNYN0315GCGC4AP1,1/1/2020 20:47:04.318,1,,40.7859240337924,-73.97609446156791
102,A1CA6ZXKK09ZRI,266,10,180,371,477,766,12,Y267CU5IFINSIXXJKC0I,1/1/2020 20:46:55.467,1,,40.78622018097152,-73.97257379755591
120,A2MO6KP997CF10,42,6,132,820,569,1390,12,1ODYIARGG2FCDZCPDL02,1/1/2020 20:47:17.777,1,,40.7880446490218,-73.97440200514353
123,A3P7AZ2YH4ICQJ,10,17,101,146,474,526,6,LQ7H5L0YZALTCWCM6ZMX,1/1/2020 20:47:27.675,1,,40.78483555405864,-73.97688903259385
124,A3P7AZ2YH4ICQJ,10,13,101,578,498,1016,1,LQ7H5L0YZALTCWCM6ZMX,1/1/2020 20:47:27.675,1,,40.78476109949884,-73.97694350231414
68,A1Q4N7ZTNI9IKX,21,6,119,509,486,985,15,AYKYM74UP04Z3OWE1WLN,1/1/2020 20:46:18.697,0,1,40.78607840506168,-73.9759812762881
125,A3P7AZ2YH4ICQJ,10,17,518,1806,197,1302,3,LQ7H5L0YZALTCWCM6ZMX,1/1/2020 20:47:27.675,1,,40.78465940128901,-73.9770179671496
126,A28R9F75K0BA8J,212,13,205,543,435,1119,15,8PPTKCXN73PDLTLU381X,1/1/2020 20:47:31.43,1,,40.80000932563971,-73.96784166953397
127,A2B8I4RY96UYKQ,171,9,154,341,589,925,19,VZ7Z5PP24OI1O61Y2IO7,1/1/2020 20:47:36.704,1,,40.79978068305043,-73.96848758180201
129,A3GCF0OSH6XSWT,107,8,1,1323,582,2003,31,VAWK6DVFVNVLF3T913EK,1/1/2020 20:47:42.019,1,,40.79408537622942,-73.9718920957549
128,A1TH1MWFVM2VPB,4,8,149,1512,526,2006,22,RBTQZAMC81I1O8SPUYVG,1/1/2020 20:47:38.131,1,,40.78364846236179,-73.97774910946013
130,A2QVMCGDLTWV9,242,8,192,911,493,1520,4,Y1X35ARWGK6SPWL9ZKFH,1/1/2020 20:47:44.485,1,,40.80572402488848,-73.96587926687286
134,A2A1E85FL1JAB9,122,13,90,788,541,1221,22,CXKFZ4LP7P34SS9PGZIT,1/1/2020 20:47:49.178,1,,40.79481720710355,-73.97091414707138
135,AO2WNSGOXAX52,161,6,105,861,518,1454,15,VFYS6EUNJ2LRLJYCSZPI,1/1/2020 20:47:49.66,1,,40.79826666060282,-73.96884228763753
139,A3XU8C72O6LCD,41,6,124,962,578,1753,21,PQ8JSW8VYWIYQXZPBVJJ,1/1/2020 20:48:02.321,1,,40.78798779454564,-73.97458428485318
140,A3XU8C72O6LCD,41,6,574,952,122,253,11,PQ8JSW8VYWIYQXZPBVJJ,1/1/2020 20:48:02.321,1,,40.788061273989875,-73.97438986368063
142,A7WCYUB783QNB,272,19,124,637,498,1687,24,RZWA489HAJARBKO6F35F,1/1/2020 20:48:07.361,1,,40.78540334537673,-73.97317066230335
141,AQ5H9HKYEGCXA,260,7,207,75,468,578,20,FUAZ22TCBW9JFCQNPAEQ,1/1/2020 20:48:06.757,1,,40.787137761141196,-73.97190655970877
145,A3NFTGELZVAOGR,263,8,180,223,474,1563,12,CIZ0FWXR6FI01PWGW5R4,1/1/2020 20:48:17.815,1,,40.78681120759346,-73.97214462271238
154,ATUCGR0S3K69G,42,6,131,815,581,1412,26,6GY479SH6Z940KLUUMNW,1/1/2020 20:48:39.583,1,,40.78804303833002,-73.97440318145584
155,ATUCGR0S3K69G,42,7,129,451,568,761,13,6GY479SH6Z940KLUUMNW,1/1/2020 20:48:39.583,1,,40.78815119689727,-73.97446516019045
156,ATUCGR0S3K69G,42,6,137,1460,593,2004,32,6GY479SH6Z940KLUUMNW,1/1/2020 20:48:39.583,1,,40.78801542061905,-73.97456414313433
165,AP37QQ9AABSY9,225,19,140,414,544,1585,17,FIPB5NMPW7QUTOLA33SJ,1/1/2020 20:48:51.281,1,,40.80770555432498,-73.96443219191397
170,AVZJ13QX1KJ68,35,12,311,1301,476,1464,23,WX1NXN63HN1VS7F7PVGW,1/1/2020 20:48:59.19,1,,40.787457862132534,-73.97497497210404
171,AVZJ13QX1KJ68,35,23,309,1590,513,1745,14,WX1NXN63HN1VS7F7PVGW,1/1/2020 20:48:59.19,1,,40.787409041018535,-73.97501065597257
185,A2SC7SYQ22RJBR,242,8,204,910,474,1462,15,T3IG0VYOLWLR231QXXFG,1/1/2020 20:49:13.816,0,,40.80572089010692,-73.96588155098657
186,A2SC7SYQ22RJBR,242,13,189,532,528,824,10,T3IG0VYOLWLR231QXXFG,1/1/2020 20:49:13.816,0,,40.80567421205412,-73.96591552363618
167,AZZHM0B0WDFX4,48,19,152,502,539,872,18,36HZ5OS5530YLV2EBBXS,1/1/2020 20:48:59.02,1,,40.79096320099329,-73.97417422719445
168,AZZHM0B0WDFX4,48,7,140,1050,434,1184,11,36HZ5OS5530YLV2EBBXS,1/1/2020 20:48:59.02,1,,40.7909049189574,-73.97421660309138
182,A6KEAUGFCTNQ6,269,8,168,925,538,1397,38,9BZ0029P0VD9X7MY7PHJ,1/1/2020 20:49:10.305,1,,40.78569717426643,-73.97295560235415
183,A6KEAUGFCTNQ6,269,6,158,671,526,239,25,9BZ0029P0VD9X7MY7PHJ,1/1/2020 20:49:10.305,1,,40.78559636346645,-73.97302935260386
184,A6KEAUGFCTNQ6,269,17,166,919,514,661,12,9BZ0029P0VD9X7MY7PHJ,1/1/2020 20:49:10.305,1,,40.785649064845536,-73.97299079780747
176,A191YQ7LTQN0GO,28,6,119,385,485,93,18,II7LAAPRKNGDMVPK9DXG,1/1/2020 20:49:05.755,1,,40.78707613573758,-73.97525102957883
177,A191YQ7LTQN0GO,28,8,252,1498,427,1363,18,II7LAAPRKNGDMVPK9DXG,1/1/2020 20:49:05.755,1,,40.78682618320569,-73.9753179245208
180,A2UF2FRGVW4T89,61,23,133,587,509,1126,10,Y5UMOORW8G8KBTHM0OJW,1/1/2020 20:49:09.285,1,,40.7917060497744,-73.97362966312764
166,AKXI55UNBFS4,90,22,217,945,414,1193,19,MST7IP9R6BHALIV0KLTX,1/1/2020 20:48:55.709,1,,40.79354652377295,-73.9722845020933
179,AVM6Q11XOMNFL,99,6,82,248,326,1048,10,2P9LDBX9N4TYB5W22I6L,1/1/2020 20:49:08.737,1,,40.793737361735936,-73.97214600663847
158,A2HITRHQ441VHA,70,2,513,427,227,1098,14,TRT88Z8YVD6G2WR28X98,1/1/2020 20:48:40.286,1,,40.792110186925335,-73.97333413342226
136,AP37QQ9AABSY9,59,6,128,964,490,414,29,59FYU25O92Z5P4M55HDK,1/1/2020 20:47:53.214,1,,40.79148350777868,-73.97378881092526
147,A34FEDYGGZ4BN8,24,6,149,591,502,839,16,9DP7287DLQYU54641MBB,1/1/2020 20:48:21.452,1,,40.78682318651219,-73.97543857029406
152,A3P7AZ2YH4ICQJ,95,3,81,446,498,2006,13,WSIHE4JWV02X8S87J9RP,1/1/2020 20:48:29.206,1,,40.79343655042274,-73.9723635820676
157,A2DDPSXH2X96RF,213,13,0,432,464,1163,28,H56LYMI9FRKG8CNRLSRU,1/1/2020 20:48:40.196,1,,40.79999450861084,-73.9678464809677
178,AKCUBNWHZ22E1,73,22,293,800,481,1361,27,N9K27W87HJQK4L5079PG,1/1/2020 20:49:06,1,,40.79245006751836,-73.97308664534806
187,AJTHGXBMZJ3HE,313,1,253,849,505,1281,12,1WLR2O9LYI1JNIZK28Y4,1/1/2020 20:49:19.563,1,,40.78106327217146,-73.9763392802671
192,A3FP6K4YPM1TDK,99,13,118,985,507,362,7,GNY59Q6TGARG4ZVYL61V,1/1/2020 20:49:34.559,1,,40.79373382042643,-73.97214856942824
193,A3FP6K4YPM1TDK,99,6,158,365,517,170,5,GNY59Q6TGARG4ZVYL61V,1/1/2020 20:49:34.559,1,,40.79380384717757,-73.97209779469672
194,A3FP6K4YPM1TDK,99,17,137,1589,485,1834,7,GNY59Q6TGARG4ZVYL61V,1/1/2020 20:49:34.559,1,,40.793581583420234,-73.97225907293836
196,A1DA6S5V66LLDW,207,18,193,910,495,1292,18,RNZL677Q243PDSJZH7VI,1/1/2020 20:49:44.392,1,,40.79748496188441,-73.97002461475847
197,A1DA6S5V66LLDW,207,6,173,791,505,459,4,RNZL677Q243PDSJZH7VI,1/1/2020 20:49:44.392,1,,40.797434408810936,-73.97006206401166
200,A1YTOWIG4C22AN,212,13,183,529,457,1198,12,0CXEJRD6WY0Q4QQ7DZDN,1/1/2020 20:49:49.493,1,,40.80000357033658,-73.96784353841468
198,A3XU8C72O6LCD,210,16,509,1129,92,756,21,2QNZ3WQZ7JSVCM6I71ZQ,1/1/2020 20:49:48.699,1,,40.799754390596476,-73.9679068124814
199,A3XU8C72O6LCD,210,19,69,325,547,731,10,2QNZ3WQZ7JSVCM6I71ZQ,1/1/2020 20:49:48.699,1,,40.799828245326836,-73.96790044506241
203,A2B8I4RY96UYKQ,223,20,204,323,411,447,10,QVDYHJLCG0VNM078C1TA,1/1/2020 20:49:52.648,1,,40.80131685411744,-73.96742029087646
205,A2B8I4RY96UYKQ,223,19,243,1151,476,1441,15,QVDYHJLCG0VNM078C1TA,1/1/2020 20:49:52.648,1,,40.8010379210614,-73.96762841315643
206,A2B8I4RY96UYKQ,223,6,216,1444,504,1679,5,QVDYHJLCG0VNM078C1TA,1/1/2020 20:49:52.648,1,,40.80098092089251,-73.96763813549695
216,A2LV5432PV1S39,10,17,116,131,484,554,9,XQUS0G76XOML4EDO7SP0,1/1/2020 20:50:00.453,1,,40.78483415731788,-73.9768900544262
217,A2LV5432PV1S39,10,6,105,555,480,1033,6,XQUS0G76XOML4EDO7SP0,1/1/2020 20:50:00.453,1,,40.78476149107716,-73.97694321584194
218,A2LV5432PV1S39,10,6,101,1,425,139,3,XQUS0G76XOML4EDO7SP0,1/1/2020 20:50:00.453,1,,40.784913899833676,-73.97683171612508
207,A32ZRN4S2IMN0O,200,16,361,1176,361,1175,13,D73CA8PI2NU035425QZU,1/1/2020 20:49:53.874,1,,40.79805108952087,-73.96961443534605
181,A2UF2FRGVW4T89,61,17,133,587,509,1126,13,Y5UMOORW8G8KBTHM0OJW,1/1/2020 20:49:09.285,1,,40.7917060497744,-73.97362966312764
222,A2OP2ZANIM5ZV,271,14,128,188,530,1128,8,J6JI6NWNBAI2APLZYFTM,1/1/2020 20:50:09.632,1,,40.785478898424394,-73.9731153561061
223,A2A1E85FL1JAB9,251,1,226,453,440,748,11,C5M55S5H6WB82PIIHQYC,1/1/2020 20:50:11.2,1,,40.804833879413486,-73.96652824160682
224,ATRYRLZHVZ9J7,188,23,124,1670,500,2006,13,GAP6M2RQKZVGY3Q4CXSS,1/1/2020 20:50:13.629,1,,40.79875013130543,-73.96911330958092
227,A34SSYH8B12WDJ,14,21,173,30,472,469,11,GKR8DPD7GG8F9I57S3V0,1/1/2020 20:50:30.036,1,,40.78568720753391,-73.97610302668696
